Category,Artist,Song,AlbumArtURL
Pop / R&B,Dolly Parton,Two Doors Down,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/01/0c/75/010c75b5-ac46-382c-5862-33679d13dc65/886445438932.jpg/600x600bb.jpg
Pop / R&B,Dolly Parton,Why’d You’d Come In Here Looking Like That,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/1b/e7/07/1be707f6-4ecf-8838-c1c9-09a309c4ad4b/dj.lddflwlr.jpg/600x600bb.jpg
Pop / R&B,Dolly Parton,Wildflowers,https://is1-ssl.mzstatic.com/image/thumb/Music71/v4/87/77/6a/87776abb-db0f-54cf-f7cf-3d579e971c7d/603497870400.jpg/600x600bb.jpg
Pop / R&B,Dua Lipa,Boys will be Boys,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/96/93/54/969354a7-8985-7833-7160-93e38110b745/190295042998.jpg/600x600bb.jpg
Pop / R&B,Dua Lipa,Break My Heart,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/6c/11/d6/6c11d681-aa3a-d59e-4c2e-f77e181026ab/190295092665.jpg/600x600bb.jpg
Pop / R&B,Dua Lipa,Cold Heart,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ec/2f/92/ec2f929f-e7ea-b291-42d7-75081bd808a1/21UMGIM68484.rgb.jpg/600x600bb.jpg
Pop / R&B,Dua Lipa,Don't Start Now,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/41/ee/66/41ee66fa-f8dd-7e82-155a-3a1b360dc562/190295322175.jpg/600x600bb.jpg
Pop / R&B,Dua Lipa,Fever,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/6c/11/d6/6c11d681-aa3a-d59e-4c2e-f77e181026ab/190295092665.jpg/600x600bb.jpg
Pop / R&B,Dua Lipa,Future Nostalgia,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/6c/11/d6/6c11d681-aa3a-d59e-4c2e-f77e181026ab/190295092665.jpg/600x600bb.jpg
Pop / R&B,Dua Lipa,Hallucinate,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/6c/11/d6/6c11d681-aa3a-d59e-4c2e-f77e181026ab/190295092665.jpg/600x600bb.jpg
Pop / R&B,Dua Lipa,IDGCF,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/31/33/cf/3133cffc-4b77-f3c6-3ee3-5c9b6cfb6bd4/190295806675.jpg/600x600bb.jpg
Pop / R&B,Dua Lipa,Levitating,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/6c/11/d6/6c11d681-aa3a-d59e-4c2e-f77e181026ab/190295092665.jpg/600x600bb.jpg
Pop / R&B,Dua Lipa,Love Again,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/6c/11/d6/6c11d681-aa3a-d59e-4c2e-f77e181026ab/190295092665.jpg/600x600bb.jpg
Pop / R&B,Dua Lipa,New Rules,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/31/33/cf/3133cffc-4b77-f3c6-3ee3-5c9b6cfb6bd4/190295806675.jpg/600x600bb.jpg
Pop / R&B,Dua Lipa,One Kiss,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/91/2a/7b/912a7bdb-c2f6-b887-9392-49728fece0df/886447044360.jpg/600x600bb.jpg
Pop / R&B,Dua Lipa,Physical,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/6c/11/d6/6c11d681-aa3a-d59e-4c2e-f77e181026ab/190295092665.jpg/600x600bb.jpg
Pop / R&B,Dua Lipa,Pretty Please,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/87/73/21/877321b1-e967-b29a-c097-1fd9f19f3410/190295145316.jpg/600x600bb.jpg
Pop / R&B,Dua Lipa,Prisoner,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/ac/20/f5/ac20f597-4237-86e2-cd0a-4b4d4fe3b5b2/886448810216.jpg/600x600bb.jpg
Pop / R&B,Dua Lipa,Scared To Be Lonely,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/44/46/1f/44461f0c-a949-ce72-0164-704056469fc8/886446328331.jpg/600x600bb.jpg
Pop / R&B,Duke Ellington,I’m In Another World,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/1a/d6/cc/1ad6cc7f-66a8-80a2-73ef-ee4e50658278/468300.jpg/600x600bb.jpg
Pop / R&B,Duke Ellington,In A Sentimental Mood,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/80/ec/70/80ec708b-13ab-a9d7-71cc-31f9c40abf47/12UMGIM11023.rgb.jpg/600x600bb.jpg
Pop / R&B,Duke Ellington,It Don’t Mean A Thing,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/a7/43/0c/a7430c58-f4c6-36ff-8559-ead584472f55/0724352454754_1772x1772_300dpi.jpg/600x600bb.jpg
Pop / R&B,Duke Ellington,Take The A-Train,https://is1-ssl.mzstatic.com/image/thumb/Features/v4/3e/dc/57/3edc575c-53e7-8b80-b91f-b78fc2dfa06c/dj.gayvfeal.jpg/600x600bb.jpg
Pop / R&B,Ed Sheeran,Afterglow,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/c7/de/9d/c7de9dd4-a44c-59a6-0c5f-ac5aba2daf9a/190295046828.jpg/600x600bb.jpg
Pop / R&B,Ed Sheeran,Bad Habits,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/63/45/cc/6345cc98-aa83-ad6e-e3c9-1a36ff9838a4/190296614316.jpg/600x600bb.jpg
Pop / R&B,Ed Sheeran,Beautiful People,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/ba/e2/2a/bae22a5e-c878-da64-0ecc-4a3584a1a139/190295411411.jpg/600x600bb.jpg
Pop / R&B,Ed Sheeran,Castle on the Hill,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/15/e6/e8/15e6e8a4-4190-6a8b-86c3-ab4a51b88288/190295851286.jpg/600x600bb.jpg
Pop / R&B,Ed Sheeran,Galway Girl,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/15/e6/e8/15e6e8a4-4190-6a8b-86c3-ab4a51b88288/190295851286.jpg/600x600bb.jpg
Pop / R&B,Ed Sheeran,Give Me Love,https://is1-ssl.mzstatic.com/image/thumb/Features115/v4/65/fb/84/65fb8432-f539-d67d-0670-b1358d16e5af/contsched.zkbwdtfj.jpg/600x600bb.jpg
Pop / R&B,Ed Sheeran,Happier,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/15/e6/e8/15e6e8a4-4190-6a8b-86c3-ab4a51b88288/190295851286.jpg/600x600bb.jpg
Pop / R&B,Ed Sheeran,Lego House,https://is1-ssl.mzstatic.com/image/thumb/Features115/v4/65/fb/84/65fb8432-f539-d67d-0670-b1358d16e5af/contsched.zkbwdtfj.jpg/600x600bb.jpg
Pop / R&B,Ed Sheeran,Perfect,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/15/e6/e8/15e6e8a4-4190-6a8b-86c3-ab4a51b88288/190295851286.jpg/600x600bb.jpg
Pop / R&B,Ed Sheeran,Photograph,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/2d/36/f9/2d36f9a7-2c3e-ce0f-7fb6-036feecb221f/825646974450.jpg/600x600bb.jpg
Pop / R&B,Ed Sheeran,Shape of You,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/15/e6/e8/15e6e8a4-4190-6a8b-86c3-ab4a51b88288/190295851286.jpg/600x600bb.jpg
Pop / R&B,Ed Sheeran,Shivers,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/c5/d8/c6/c5d8c675-63e3-6632-33db-2401eabe574d/190296491412.jpg/600x600bb.jpg
Pop / R&B,Ed Sheeran,The A Team,https://is1-ssl.mzstatic.com/image/thumb/Features115/v4/65/fb/84/65fb8432-f539-d67d-0670-b1358d16e5af/contsched.zkbwdtfj.jpg/600x600bb.jpg
Pop / R&B,Ed Sheeran,Thinking Out Loud,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/2d/36/f9/2d36f9a7-2c3e-ce0f-7fb6-036feecb221f/825646974450.jpg/600x600bb.jpg
Pop / R&B,Ellie Goulding,Love Me Like You Do,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/df/09/7e/df097e10-36b1-a35c-bf5e-2ef138bd2ed7/15UMGIM68751.rgb.jpg/600x600bb.jpg
Pop / R&B,Elvis,Can’t Help Falling In Love,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/cb/5d/f5/cb5df548-c55a-e28e-dce9-bd91711f1e84/828768904824.jpg/600x600bb.jpg
Pop / R&B,Eric Clapton,Tears In Heaven,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/b4/a8/99/b4a89922-4b67-104e-f85c-d6d478303e65/93624755364.jpg/600x600bb.jpg
Pop / R&B,Erykah Badu,Tyrone,https://is1-ssl.mzstatic.com/image/thumb/Features/59/68/ce/dj.mobmrpvx.jpg/600x600bb.jpg
Pop / R&B,Etta James,At Last,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/25/46/17/2546176c-0f7c-b1a0-20b8-5200ebc6c473/16UMGIM27321.rgb.jpg/600x600bb.jpg
Pop / R&B,Frank Ocean,Thinkin Bout You,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/04/f8/63/04f863fc-2852-604f-c910-a97ac069506b/12UMGIM40339.rgb.jpg/600x600bb.jpg
Pop / R&B,Frank Sinatra,Always,https://is1-ssl.mzstatic.com/image/thumb/Features124/v4/ef/3d/25/ef3d25d9-5f1a-a223-689f-9fd7e16e449e/dj.jbofrlrx.jpg/600x600bb.jpg
Pop / R&B,Frank Sinatra,Autumn Leaves,https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/86/b4/5a/86b45acb-1807-b2aa-916e-c830eee6c524/00724353374655.jpg/600x600bb.jpg
Pop / R&B,Frank Sinatra,Fly Me To The Moon,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/3a/37/1a/3a371a7e-33fe-85db-0616-0c57ef26fb42/13UAEIM06265.rgb.jpg/600x600bb.jpg
Pop / R&B,Frank Sinatra,L-O-V-E,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/62/12/74/62127449-a912-5b5a-744f-b9cf8fbf42c4/13ULAIM54980.rgb.jpg/600x600bb.jpg
Pop / R&B,Frank Sinatra,My Way,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/3f/c2/45/3fc2454d-f1ef-8cef-a1f3-0c5a6d751e0a/19UMGIM69266.rgb.jpg/600x600bb.jpg
Pop / R&B,Frank Sinatra,New York New York,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/3a/37/1a/3a371a7e-33fe-85db-0616-0c57ef26fb42/13UAEIM06265.rgb.jpg/600x600bb.jpg
Pop / R&B,Frank Sinatra,Nature Boy,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/d2/6d/6c/d26d6c56-0d68-8567-861b-28b1bde188d0/886443930902.jpg/600x600bb.jpg
Pop / R&B,Frank Sinatra,Straighten Up & Fly Right,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/75/9c/05/759c05df-83b5-6aec-f085-fb59a9fefc35/05099968481254.jpg/600x600bb.jpg
Pop / R&B,Frank Sinatra,Unforgettable,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/28/a4/6d/28a46d31-7adc-cbbb-adfc-f53962d44f9b/14530.jpg/600x600bb.jpg
Pop / R&B,Frank Sinatra,When I Fall In Love,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/62/12/74/62127449-a912-5b5a-744f-b9cf8fbf42c4/13ULAIM54980.rgb.jpg/600x600bb.jpg
Pop / R&B,Gotye,Somebody That I Used To Know,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/b3/8a/98/b38a9867-2a9c-de2f-2d80-c624fb2200ec/11UMGIM19347.rgb.jpg/600x600bb.jpg
Pop / R&B,Higdon,Amazing Grace,https://is1-ssl.mzstatic.com/image/thumb/Music/55/99/b5/mzi.fyazumwo.jpg/600x600bb.jpg
Pop / R&B,Hozier,Take Me To Church,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/5e/1b/f1/5e1bf1de-e5f1-e73e-0752-e7882b4f2d57/886444718820.jpg/600x600bb.jpg
Pop / R&B,Imagine Dragons,Bad Liar,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/3f/80/a8/3f80a8ef-5409-42ac-c126-c7354698c7fc/18UMGIM65849.rgb.jpg/600x600bb.jpg
Pop / R&B,Imagine Dragons,Believer,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/11/7a/b8/117ab805-6811-8929-18b9-0fad7baf0c25/17UMGIM98210.rgb.jpg/600x600bb.jpg
Pop / R&B,Imagine Dragons,Follow You,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/4f/fe/b7/4ffeb7fd-e789-4faf-db3d-8145e19775fd/21UMGIM17772.rgb.jpg/600x600bb.jpg
Pop / R&B,Imagine Dragons,Natural,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/3f/80/a8/3f80a8ef-5409-42ac-c126-c7354698c7fc/18UMGIM65849.rgb.jpg/600x600bb.jpg
Pop / R&B,Imagine Dragons,Next To Me,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/11/7a/b8/117ab805-6811-8929-18b9-0fad7baf0c25/17UMGIM98210.rgb.jpg/600x600bb.jpg
Pop / R&B,Imagine Dragons,Radioactive,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/1f/fa/09/1ffa092f-f52f-4a66-7d10-4cc5982dc747/12UMGIM46901.rgb.jpg/600x600bb.jpg
Pop / R&B,Judy Garland,Somewhere Over The Rainbow,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/90/78/a0/9078a0b2-04ff-6bae-8adc-23d099f67031/s05.bhjhywpg.jpg/600x600bb.jpg
Pop / R&B,John Legend,All Of Me,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/22/71/b9/2271b906-85b3-06ee-e611-489b91df0b73/886444160742.jpg/600x600bb.jpg
Pop / R&B,Justin Bieber,Anyone,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/93/87/70/93877029-1647-a13b-add3-4fade3a7e94c/20UM1IM14507.rgb.jpg/600x600bb.jpg
Pop / R&B,Justin Bieber,Baby,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/b9/0a/b4/b90ab45a-07b1-0bcc-331c-c496a21d07e4/10UMGIM01134.rgb.jpg/600x600bb.jpg
Pop / R&B,Justin Bieber,Boyfriend,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/73/08/1a/73081a96-0f7c-b5f8-2757-5c17fb714323/12UMGIM31899.rgb.jpg/600x600bb.jpg
Pop / R&B,Justin Bieber,Cold Water,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/fd/b5/8d/fdb58dce-d4a0-71ac-99b4-c4861e2cba78/653738345228_Cover.jpg/600x600bb.jpg
Pop / R&B,Justin Bieber,Hold On,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/f5/7a/9e/f57a9e6a-31c8-0784-dfbd-4a0120bfd4af/21UMGIM17517.rgb.jpg/600x600bb.jpg
Pop / R&B,Justin Bieber,Holy,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/c8/fc/40/c8fc4073-75e0-7b42-6eed-117d1ed86ca5/20UMGIM74696.rgb.jpg/600x600bb.jpg
Pop / R&B,Justin Bieber,Intentions,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/d2/21/4e/d2214ea9-97ff-46ef-ac45-7fca6fb73839/20UMGIM03126.rgb.jpg/600x600bb.jpg
Pop / R&B,Justin Bieber,Let Me Love You,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/38/6d/64/386d64d2-c311-4ea5-0841-99658f6f7253/16UMGIM39232.rgb.jpg/600x600bb.jpg
Pop / R&B,Justin Bieber,Love Yourself,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/75/11/84/751184b0-77df-1eff-bb20-dac03247425d/15UMGIM59808.rgb.jpg/600x600bb.jpg
Pop / R&B,Justin Bieber,Never Say Never,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/9d/bc/2d/9dbc2d41-3c94-f84c-65ee-f422edaec67b/11UMGIM02508.rgb.jpg/600x600bb.jpg
Pop / R&B,Justin Bieber,One Time,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/ec/48/1d/ec481d95-0547-d0d2-aaf7-4d1f80d66ae2/09UMGIM38755.rgb.jpg/600x600bb.jpg
Pop / R&B,Justin Bieber,Peaches,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e0/92/da/e092da2d-9f6d-11dc-7843-2021e95a2b61/21UMGIM17518.rgb.jpg/600x600bb.jpg
Pop / R&B,Justin Bieber,Sorry,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/75/11/84/751184b0-77df-1eff-bb20-dac03247425d/15UMGIM59808.rgb.jpg/600x600bb.jpg
Pop / R&B,Justin Bieber,Stay,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/89/59/6a/89596ab9-fa3c-8d08-4d95-a6450fa2013c/886449400515.jpg/600x600bb.jpg
Pop / R&B,Justin Bieber,Stuck With U,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/56/ee/ec/56eeecfb-a5f3-ced0-fa69-4eda0e474aec/20UMGIM34924.rgb.jpg/600x600bb.jpg
Pop / R&B,Justin Bieber,What Do You Mean,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/75/11/84/751184b0-77df-1eff-bb20-dac03247425d/15UMGIM59808.rgb.jpg/600x600bb.jpg
Pop / R&B,Justin Bieber,Yummy,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/92/8b/d6/928bd6c8-95a0-5a0e-52cb-bbfc2fa7f906/19UM1IM02770.rgb.jpg/600x600bb.jpg
Pop / R&B,Justin Timberlake,Can’t Stop The Feeling,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/68/19/43/68194388-efa7-3afe-8a15-a4c3eebef1f6/886445915211.jpg/600x600bb.jpg
Pop / R&B,Katy Perry,Firework,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/c8/d3/42/c8d342af-26d9-3ec2-c511-e1eaf860e299/13UABIM57787.rgb.jpg/600x600bb.jpg
Pop / R&B,The Killers,Mr. Brightside,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/11/64/9c/11649c80-2066-dba8-77a9-df7eecae26c1/17UM1IM06937.rgb.jpg/600x600bb.jpg
Pop / R&B,Lady Gaga,Bad Romance,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/e9/1a/4e/e91a4eb9-31e7-89fb-3aad-e8172e534bb6/09UMGIM42295.rgb.jpg/600x600bb.jpg
Pop / R&B,Lady Gaga,Edge of Glory,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/42/9f/0f/429f0fd2-30bd-b64e-27fc-76d8fbbd0988/11UMGIM12476.rgb.jpg/600x600bb.jpg
Pop / R&B,Lady Gaga,Shallow,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/b1/9f/ef/b19fef51-79de-a940-e8ab-9e4e07b04d96/18UMGIM53752.rgb.jpg/600x600bb.jpg
Pop / R&B,Lauryn Hill,Ex-Factor,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/09/6b/55/096b55c4-ee8f-23bd-df8f-0ca0821f3028/886446727189.jpg/600x600bb.jpg
Pop / R&B,Leonard Cohen,Hallelujah,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/b6/d8/5d/b6d85d2e-537e-5a8f-793f-78763de08dab/mzi.ppysthnn.jpg/600x600bb.jpg
Pop / R&B,Linkin Park,Numb,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/13/44/05/134405bd-9e27-a678-8953-b5f724201f95/093624948988.jpg/600x600bb.jpg
Pop / R&B,Little Big Town,Girl Crush,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/28/e4/2e/28e42e31-3f41-22db-09fd-c2014fddb2aa/15UMGIM47334.rgb.jpg/600x600bb.jpg
Pop / R&B,Lizzo,Good as Hell,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/7f/d4/43/7fd443a8-861d-dd70-27a1-f23e221883dc/075679905956.jpg/600x600bb.jpg
Pop / R&B,Lizzo,Juice,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/ca/6f/0f/ca6f0f23-358c-3d23-360f-20cc1f5ce8fd/075679824615.jpg/600x600bb.jpg
Pop / R&B,Lopez,Let It Go,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/e7/ed/8a/e7ed8a2c-4835-e4dc-efec-5e81abd6c241/13DMGIM04438.rgb.jpg/600x600bb.jpg
Pop / R&B,Lorde,Royals,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/b9/e2/d0/b9e2d0af-8ce2-e078-d4e2-eccf24d7e206/12UMGIM55707.rgb.jpg/600x600bb.jpg
Pop / R&B,Louis Armstrong,What A Wonderful World,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/2e/8c/2f/2e8c2f46-4148-d40d-61dc-2cc8e2493aab/12UMGIM11012.rgb.jpg/600x600bb.jpg
Pop / R&B,Luis Fonsi ft. Daddy Yankee,Despacito,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/e2/ef/f0/e2eff0bc-c51d-7de5-9280-6891ddcee71b/18UMGIM85289.rgb.jpg/600x600bb.jpg
Pop / R&B,Maroon 5,Girls Like You,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/1a/7e/42/1a7e428a-4449-b613-46c3-5fa75d83047a/00602567702023.rgb.jpg/600x600bb.jpg
Pop / R&B,Maroon 5,Moves like Jagger,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/61/53/15/61531592-3e8b-1e85-b434-73a991d8143c/14UMGIM27067.rgb.jpg/600x600bb.jpg
Pop / R&B,Maroon 5,Sugar,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/b7/25/76/b72576f1-072e-3da2-60d5-2724a9bccf4a/14UMGIM31673.rgb.jpg/600x600bb.jpg
Pop / R&B,Maroon 5,This Love,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/eb/12/fe/eb12fe62-1e28-ebfd-0daa-f9aa66bbb882/12UMGIM15818.rgb.jpg/600x600bb.jpg
Pop / R&B,Meghan Trainor,All About That Bass,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/01/de/40/01de40eb-769e-f7f0-2789-3be6d54147af/886446994246.jpg/600x600bb.jpg
Pop / R&B,Michael Jackson,BIllie Jean,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/32/4f/fd/324ffda2-9e51-8f6a-0c2d-c6fd2b41ac55/074643811224.jpg/600x600bb.jpg
Pop / R&B,Michael Jackson,Thriller,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/32/4f/fd/324ffda2-9e51-8f6a-0c2d-c6fd2b41ac55/074643811224.jpg/600x600bb.jpg
Pop / R&B,Miguel,Adorn,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/a1/56/ac/a156acb2-068e-a616-3e56-86ca656c14ce/886443632943.jpg/600x600bb.jpg
Pop / R&B,Miles Davis,Blue in Green,https://is1-ssl.mzstatic.com/image/thumb/Music/7f/9f/d6/mzi.vtnaewef.jpg/600x600bb.jpg
Pop / R&B,Miley Cyrus,Wrecking Ball,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e3/e0/84/e3e08400-2d03-75f9-6b8b-a3345452aa98/886444197816.jpg/600x600bb.jpg
Pop / R&B,Olivia Rodrigo,"1 Step Forward, 3 Steps Back",https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/02/ed/8c/02ed8cab-c089-2fdd-7ce6-ab334a9a4e19/21UMGIM26093.rgb.jpg/600x600bb.jpg
Pop / R&B,Olivia Rodrigo,All I Want,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/17/df/2f/17df2ffe-56ff-a168-9f9b-82a045bf12c3/19UMGIM96294.rgb.jpg/600x600bb.jpg
Pop / R&B,Olivia Rodrigo,Brutal,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/02/ed/8c/02ed8cab-c089-2fdd-7ce6-ab334a9a4e19/21UMGIM26093.rgb.jpg/600x600bb.jpg
Pop / R&B,Olivia Rodrigo,Deja Vu,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/02/ed/8c/02ed8cab-c089-2fdd-7ce6-ab334a9a4e19/21UMGIM26093.rgb.jpg/600x600bb.jpg
Pop / R&B,Olivia Rodrigo,Driver’s License,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/02/ed/8c/02ed8cab-c089-2fdd-7ce6-ab334a9a4e19/21UMGIM26093.rgb.jpg/600x600bb.jpg
Pop / R&B,Olivia Rodrigo,Enough For You,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/33/fd/32/33fd32b1-0e43-9b4a-8ed6-19643f23544e/21UMGIM26092.rgb.jpg/600x600bb.jpg
Pop / R&B,Olivia Rodrigo,Favorite Crime,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/33/fd/32/33fd32b1-0e43-9b4a-8ed6-19643f23544e/21UMGIM26092.rgb.jpg/600x600bb.jpg
Pop / R&B,Olivia Rodrigo,Good 4 You,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/02/ed/8c/02ed8cab-c089-2fdd-7ce6-ab334a9a4e19/21UMGIM26093.rgb.jpg/600x600bb.jpg
Pop / R&B,Olivia Rodrigo,Happier,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/02/ed/8c/02ed8cab-c089-2fdd-7ce6-ab334a9a4e19/21UMGIM26093.rgb.jpg/600x600bb.jpg
Pop / R&B,Olivia Rodrigo,Hope Ur Ok,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/33/fd/32/33fd32b1-0e43-9b4a-8ed6-19643f23544e/21UMGIM26092.rgb.jpg/600x600bb.jpg
Pop / R&B,Olivia Rodrigo,"Jealousy, Jealousy",https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/33/fd/32/33fd32b1-0e43-9b4a-8ed6-19643f23544e/21UMGIM26092.rgb.jpg/600x600bb.jpg
Pop / R&B,Olivia Rodrigo,Just For A Moment,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/17/df/2f/17df2ffe-56ff-a168-9f9b-82a045bf12c3/19UMGIM96294.rgb.jpg/600x600bb.jpg
Pop / R&B,Olivia Rodrigo,The Rose Song,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/a2/60/93/a2609390-71e9-7e3d-85f9-b0892e48dcd3/21UMGIM50658.rgb.jpg/600x600bb.jpg
Pop / R&B,Olivia Rodrigo,Traitor,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/33/fd/32/33fd32b1-0e43-9b4a-8ed6-19643f23544e/21UMGIM26092.rgb.jpg/600x600bb.jpg
Pop / R&B,Olivia Rodrigo,Wondering,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/17/df/2f/17df2ffe-56ff-a168-9f9b-82a045bf12c3/19UMGIM96294.rgb.jpg/600x600bb.jpg
Pop / R&B,One Direction,If I Could Fly,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e2/0f/63/e20f6346-a985-ee79-49d3-64180d09aa7d/886445356250.jpg/600x600bb.jpg
Pop / R&B,Page and Plant,Kashmir,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/82/6c/5d/826c5d66-67b7-62f2-4d78-dd3c7b415e08/dj.pifhrvpa.jpg/600x600bb.jpg
Pop / R&B,Paramore,Still Into You,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/32/cb/9d/32cb9d04-ef0f-93bb-fd2f-19b395785025/075679956187.jpg/600x600bb.jpg
