Category,Artist,Song,AlbumArtURL
Pop / R&B,Pat Benetar,We Belong,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/d3/ea/c1/d3eac152-5d41-5926-eb5f-a8c6402415a9/13UABIM52087.rgb.jpg/600x600bb.jpg
Pop / R&B,Peggy Lee,Golden Earrings,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/ef/84/65/ef846582-2c4a-5d47-d232-d45f506f2242/13UABIM49320.rgb.jpg/600x600bb.jpg
Pop / R&B,Peter Gabriel,In Your Eyes,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/29/d7/7d/29d77d60-24b8-f45b-936f-d8cf3ce52d8d/884108003503.jpg/600x600bb.jpg
Pop / R&B,Prince,Purple Rain,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/c1/b6/79/c1b679f5-d59d-1b3e-62ab-514de20f06c6/093624912002.jpg/600x600bb.jpg
Pop / R&B,Queen,Another One Bites the Dust,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/4d/08/2a/4d082a9e-7898-1aa1-a02f-339810058d9e/14DMGIM05632.rgb.jpg/600x600bb.jpg
Pop / R&B,Queen,Bicycle Race,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/4d/08/2a/4d082a9e-7898-1aa1-a02f-339810058d9e/14DMGIM05632.rgb.jpg/600x600bb.jpg
Pop / R&B,Queen,Bohemian Rhapsody,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/4d/08/2a/4d082a9e-7898-1aa1-a02f-339810058d9e/14DMGIM05632.rgb.jpg/600x600bb.jpg
Pop / R&B,Queen,Crazy Little Thing Called Love,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/4d/08/2a/4d082a9e-7898-1aa1-a02f-339810058d9e/14DMGIM05632.rgb.jpg/600x600bb.jpg
Pop / R&B,Queen,Don’t Stop Me Now,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/4d/08/2a/4d082a9e-7898-1aa1-a02f-339810058d9e/14DMGIM05632.rgb.jpg/600x600bb.jpg
Pop / R&B,Queen,Fat Bottomed Girls,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fe/19/b1/fe19b168-8cd6-c583-515c-e168828b593e/14DMGIM05551.rgb.jpg/600x600bb.jpg
Pop / R&B,Queen,I Want to Break Free,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/b7/fe/49/b7fe491a-974c-d792-c430-f80ac605b423/14DMGIM05556.rgb.jpg/600x600bb.jpg
Pop / R&B,Queen,Killer Queen,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/4d/08/2a/4d082a9e-7898-1aa1-a02f-339810058d9e/14DMGIM05632.rgb.jpg/600x600bb.jpg
Pop / R&B,Queen,Love of My Life,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/b1/a9/84/b1a984dc-8dce-e8cb-1a0e-20293f7c500a/14DMGIM05548.rgb.jpg/600x600bb.jpg
Pop / R&B,Queen,Somebody to Love,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/4d/08/2a/4d082a9e-7898-1aa1-a02f-339810058d9e/14DMGIM05632.rgb.jpg/600x600bb.jpg
Pop / R&B,Queen,We Are the Champions,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/4d/08/2a/4d082a9e-7898-1aa1-a02f-339810058d9e/14DMGIM05632.rgb.jpg/600x600bb.jpg
Pop / R&B,Queen,We Will Rock You,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/4d/08/2a/4d082a9e-7898-1aa1-a02f-339810058d9e/14DMGIM05632.rgb.jpg/600x600bb.jpg
Pop / R&B,Queen,You’re My Best Friend,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/4d/08/2a/4d082a9e-7898-1aa1-a02f-339810058d9e/14DMGIM05632.rgb.jpg/600x600bb.jpg
Pop / R&B,Radiohead,True Love Waits,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/b7/f2/5d/b7f25d91-4320-47c8-146a-6f84d5bc7e78/cover.jpg/600x600bb.jpg
Pop / R&B,Radiohead,Creep,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/28/7a/7c/287a7ca9-ed95-1a21-e3bb-4559a1a0ac0e/191404134351.png/600x600bb.jpg
Pop / R&B,Rihanna,Love On The Brain,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/13/27/57/132757ba-42e6-9584-7390-ca694292a20e/16UMGIM03372.rgb.jpg/600x600bb.jpg
Pop / R&B,Roberta Flack,Killing Me Softly,https://is1-ssl.mzstatic.com/image/thumb/Music/e4/71/97/mzi.mgwzviyu.jpg/600x600bb.jpg
Pop / R&B,Sade,Smooth Operator,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/5f/ad/2a/5fad2aca-d998-701d-7b27-c074339d5fd0/886972262628.jpg/600x600bb.jpg
Pop / R&B,Scott Joplin,Maple Leaf Rag,https://is1-ssl.mzstatic.com/image/thumb/Music3/v4/e1/d3/df/e1d3df38-dc14-c570-2bef-e565bd43d778/888831312000.jpg/600x600bb.jpg
Pop / R&B,Seal,Kiss From A Rose,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/9c/b5/79/9cb579e1-0b40-3fd1-961e-2e0a65e69f4a/s06.mfkmyngx.jpg/600x600bb.jpg
Pop / R&B,Shawn Mendes,In My Blood,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/34/34/ab/3434abcc-3b47-ca75-71df-c6a8392005d0/18UMGIM23926.rgb.jpg/600x600bb.jpg
Pop / R&B,Sia,Chandelier,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/00/bf/72/00bf72a2-3e50-e5e7-ae78-dc35bbf9bcda/886444578219.jpg/600x600bb.jpg
Pop / R&B,Soft Cell,Tainted Love,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/70/ff/8c/70ff8c59-95dc-5444-fd3b-81204d0477e5/00600753223598.rgb.jpg/600x600bb.jpg
Pop / R&B,Solange,Don’t Touch My Hair,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/4d/71/b0/4d71b0db-2703-edb0-f67a-c3ee43b03119/707541057936.jpg/600x600bb.jpg
Pop / R&B,Stephen Tyler,Dream On,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/e2/87/d9/e287d987-7b92-7749-737f-b5b8a6913f88/22UM1IM38560.rgb.jpg/600x600bb.jpg
Pop / R&B,Stevie Wonder,"Signed, Sealed, Delivered, I’m Yours",https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/53/a1/24/53a12417-7bdf-aea3-9a2c-414345f5f772/14UMGIM51705.rgb.jpg/600x600bb.jpg
Pop / R&B,SZA,Good Days,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/0e/5c/6e/0e5c6e76-928a-bb8c-ec7d-b323f6079f67/886449007394.jpg/600x600bb.jpg
Pop / R&B,Taylor Swift,All Too Well,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/15/38/9b/15389bf4-8074-06c3-11ee-655b5453af68/21UM1IM25046.rgb.jpg/600x600bb.jpg
Pop / R&B,Taylor Swift,Anti-Hero,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/3d/01/f2/3d01f2e5-5a08-835f-3d30-d031720b2b80/22UM1IM07364.rgb.jpg/600x600bb.jpg
Pop / R&B,Taylor Swift,Blank Space,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/a7/98/d8/a798d867-344d-2bf2-fbfe-d2d1412dcef8/14UMDIM03793.rgb.jpg/600x600bb.jpg
Pop / R&B,Taylor Swift,Calm Down,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/49/3d/ab/493dab54-f920-9043-6181-80993b8116c9/19UMGIM53909.rgb.jpg/600x600bb.jpg
Pop / R&B,Taylor Swift,Cardigan,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ca/f3/67/caf367a5-2cf6-6b2e-a891-97dc57b19f08/20UMGIM64216.rgb.jpg/600x600bb.jpg
Pop / R&B,Taylor Swift,Cruel Summer,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/49/3d/ab/493dab54-f920-9043-6181-80993b8116c9/19UMGIM53909.rgb.jpg/600x600bb.jpg
Pop / R&B,Taylor Swift,Enchanted,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/9f/3c/0a/9f3c0a60-f9e0-a34e-60e5-0be1f182896b/23UMGIM63932.rgb.jpg/600x600bb.jpg
Pop / R&B,Taylor Swift,I Knew You Were Trouble,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/25/0d/7e/250d7e42-3a2f-19ac-f865-f1e04a4a1f97/12UMDIM01007.rgb.jpg/600x600bb.jpg
Pop / R&B,Taylor Swift,Invisible String,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/7c/04/ba/7c04ba17-2ff8-21b3-0ac0-7d141f86e924/20UMGIM64216.rgb.jpg/600x600bb.jpg
Pop / R&B,Taylor Swift,Lavender Haze,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/67/b5/01/67b501d5-362e-797e-7dbd-942b9e273084/22UM1IM24801.rgb.jpg/600x600bb.jpg
Pop / R&B,Taylor Swift,Love Story,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/cb/6e/a7/cb6ea70a-6cb8-89a0-4da7-91e2d04a7bba/08PNDIM05386.rgb.jpg/600x600bb.jpg
Pop / R&B,Taylor Swift,Lover,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/49/3d/ab/493dab54-f920-9043-6181-80993b8116c9/19UMGIM53909.rgb.jpg/600x600bb.jpg
Pop / R&B,Taylor Swift,New Romantics,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/c1/31/18/c131181b-ca3e-d945-16b2-48ea6bcd64d4/23UM1IM11868.rgb.jpg/600x600bb.jpg
Pop / R&B,Taylor Swift,Shake it Off,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/a7/98/d8/a798d867-344d-2bf2-fbfe-d2d1412dcef8/14UMDIM03793.rgb.jpg/600x600bb.jpg
Pop / R&B,Taylor Swift,We Are Never Ever Getting Back Together,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/25/0d/7e/250d7e42-3a2f-19ac-f865-f1e04a4a1f97/12UMDIM01007.rgb.jpg/600x600bb.jpg
Pop / R&B,Taylor Swift,Wildest Dreams,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/89/4a/4a/894a4ab9-b0b0-9ea5-ca41-8da0b9b79453/14UMDIM03405.rgb.jpg/600x600bb.jpg
Pop / R&B,Taylor Swift,You Belong With Me,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/cb/6e/a7/cb6ea70a-6cb8-89a0-4da7-91e2d04a7bba/08PNDIM05386.rgb.jpg/600x600bb.jpg
Pop / R&B,Tears For Fears,Mad World,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/91/fd/f291fdb1-9857-7e8f-2f14-592b39fb53dc/06UMGIM52624.rgb.jpg/600x600bb.jpg
Pop / R&B,Temptations,My Girl,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/84/2d/f1/842df19d-e5f4-3b9f-9405-6779bbc43fe0/06UMGIM07353.rgb.jpg/600x600bb.jpg
Pop / R&B,Teresa Tang,The Moon Reflects My Heart,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/83/fc/7f/83fc7f1f-4b90-b366-7853-d85c4aa3807d/20UMGIM57830.rgb.jpg/600x600bb.jpg
Pop / R&B,Tia Sillers,I Hope You Dance,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/3a/37/f0/3a37f082-57be-ecbb-e760-3932bd7f913e/196292164220.jpg/600x600bb.jpg
Pop / R&B,Van Morrison,Have I Told You Lately,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/27/e7/97/27e79713-b7f6-6251-9d57-ac797dc5867a/886445393590_Cover.jpg/600x600bb.jpg
Pop / R&B,The Verve,Bittersweet Symphony,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/5c/b1/85/5cb18512-9cbd-7b84-4042-37f23bc2ae45/17UMGIM89555.rgb.jpg/600x600bb.jpg
Pop / R&B,Walk The Moon,Shut Up And Dance,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/bf/b6/76/bfb67621-b78d-3924-6d29-4f367697a674/886445045758.jpg/600x600bb.jpg
Pop / R&B,Whitney Houston,How Will I Know,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/d4/e7/4b/d4e74b10-3476-3471-4b74-60a05103f876/196872754551.jpg/600x600bb.jpg
Pop / R&B,Whitney Houston,Greatest Love of All,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/10/6e/22/106e222a-d2d2-2790-6c14-e334d84acd71/884977441178.jpg/600x600bb.jpg
Pop / R&B,Whitney Houston,One Moment in Time,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/5d/dc/0f/5ddc0f0c-23d3-8a36-0157-f540a71b6bb9/886449488834.jpg/600x600bb.jpg
Pop / R&B,Whitney Houston,I Have Nothing,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/82/f3/e9/82f3e968-8174-c5eb-7fc5-36384d050129/dj.mdauihuy.jpg/600x600bb.jpg
Pop / R&B,Whitney Houston,You Light Up My Life,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/66/6f/e0/666fe09e-658c-455b-2e5f-e350d034eb4b/078221474726.jpg/600x600bb.jpg
Pop / R&B,Whitney Houston,So Emotional,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/86/b5/25/86b525b1-bff1-4bf6-6112-531251b3d672/dj.hthdmusj.jpg/600x600bb.jpg
Pop / R&B,Whitney Houston,When You Believe (ft. Mariah Carey) from The Prince of Egypt,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/cf/f5/19/cff5191f-a668-2c7f-f73a-fe51f519b577/dj.yrzoirxd.jpg/600x600bb.jpg
Pop / R&B,Whitney Houston,Saving All My Love for You,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/d4/e7/4b/d4e74b10-3476-3471-4b74-60a05103f876/196872754551.jpg/600x600bb.jpg
Pop / R&B,Whitney Houston,It's Not Right but It's Okay,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/4b/fb/0c/4bfb0cca-77b7-380c-a8aa-f59de0560b6b/078221903721.jpg/600x600bb.jpg
Pop / R&B,Whitney Houston,Where Do Broken Hearts Go,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/86/b5/25/86b525b1-bff1-4bf6-6112-531251b3d672/dj.hthdmusj.jpg/600x600bb.jpg
Pop / R&B,Whitney Houston,I Will Always Love You,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/82/f3/e9/82f3e968-8174-c5eb-7fc5-36384d050129/dj.mdauihuy.jpg/600x600bb.jpg
Pop / R&B,Whitney Houston,I Wanna Dance With Somebody,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/86/b5/25/86b525b1-bff1-4bf6-6112-531251b3d672/dj.hthdmusj.jpg/600x600bb.jpg
Rock,Aerosmith,I Don’t Want To Miss A Thing,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/08/3f/fb/083ffb78-ce26-bd3f-d13d-e066b7eb708d/22UM1IM35761.rgb.jpg/600x600bb.jpg
Rock,Blondie,Call Me,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/72/73/8f/72738f62-d8a1-f1f9-e84d-244ff697d1db/13UABIM56926.rgb.jpg/600x600bb.jpg
Rock,Fleetwood Mac,You Make Loving Fun,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/dd/77/35/dd773533-06a7-4566-bef4-2c43c24d08f6/603497925759.jpg/600x600bb.jpg
Rock,Fleetwood Mac,Rhiannon,https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/82/3a/d1/823ad171-70ec-63af-48e0-8d0eae935999/075992724128.jpg/600x600bb.jpg
Rock,Fleetwood Mac,Everywhere,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/d2/48/f4/d248f4ae-a7e4-a48e-1588-6617de3e8d76/mzi.izeorbmm.jpg/600x600bb.jpg
Rock,Fleetwood Mac,Songbird,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/2a/eb/dc/2aebdc18-c2c0-0fdd-fb85-07538a925700/603497925766.jpg/600x600bb.jpg
Rock,Fleetwood Mac,Don’t Stop,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/dd/77/35/dd773533-06a7-4566-bef4-2c43c24d08f6/603497925759.jpg/600x600bb.jpg
Rock,Fleetwood Mac,Dreams,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/d2/48/f4/d248f4ae-a7e4-a48e-1588-6617de3e8d76/mzi.izeorbmm.jpg/600x600bb.jpg
Rock,Fleetwood Mac,Say You Love Me,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/d2/48/f4/d248f4ae-a7e4-a48e-1588-6617de3e8d76/mzi.izeorbmm.jpg/600x600bb.jpg
Rock,Fleetwood Mac,The Chain,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/2a/eb/dc/2aebdc18-c2c0-0fdd-fb85-07538a925700/603497925766.jpg/600x600bb.jpg
Rock,Fleetwood Mac,Never Going Back Again,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/2a/eb/dc/2aebdc18-c2c0-0fdd-fb85-07538a925700/603497925766.jpg/600x600bb.jpg
Rock,Fleetwood Mac,Hold Me,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/a1/cf/39/a1cf3997-0227-2235-2eee-0585e757dbfe/603497876129.jpg/600x600bb.jpg
Rock,Fleetwood Mac,Gypsy,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/a1/cf/39/a1cf3997-0227-2235-2eee-0585e757dbfe/603497876129.jpg/600x600bb.jpg
Rock,Fleetwood Mac,Landslide,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/64/cc/0b/64cc0b3b-92fb-66cf-1240-e2afba504e4b/603497863105.jpg/600x600bb.jpg
Rock,Fleetwood Mac,Go Your Own Way,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/4d/13/ba/4d13bac3-d3d5-7581-2c74-034219eadf2b/081227970949.jpg/600x600bb.jpg
Rock,Guns N’ Roses,Sweet Child Of Mine,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/a0/4d/c4/a04dc484-03cc-02aa-fa82-5334fcb4bc16/18UMGIM24878.rgb.jpg/600x600bb.jpg
Rock,Jefferson Airplane,White Rabbit,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/5c/bd/17/5cbd17d6-ceea-e185-e889-ee494cc650da/828765035125.jpg/600x600bb.jpg
Rock,Kansas,Carry On Wayward Son,https://is1-ssl.mzstatic.com/image/thumb/Music/56/5b/88/mzi.hpnqhyuu.jpg/600x600bb.jpg
Rock,Led Zeppelin,Stairway to Heaven,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/5c/15/9b/5c159b27-95ca-b9a7-84e3-28e795fffd39/dj.kvkrpptq.jpg/600x600bb.jpg
Rock,Lynyrd Skynyrd,Sweet Home Alabama,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/cc/ff/39/ccff392e-ec9d-1ffd-6c1b-d21978bca939/06UMGIM02061.rgb.jpg/600x600bb.jpg
Rock,Metallica,For Whom The Bell Tolls,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/0f/7a/74/0f7a7472-92fa-e77d-384a-1e4304705e83/dj.jbiruenb.png/600x600bb.jpg
Rock,Metallica,Enter Sandman,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2e/94/95/2e9495d7-dfe3-ddc8-87ef-6ef797a60218/850007452056.png/600x600bb.jpg
Rock,Metallica,Fade To Black,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/0f/7a/74/0f7a7472-92fa-e77d-384a-1e4304705e83/dj.jbiruenb.png/600x600bb.jpg
Rock,Metallica,Nothing Else Matters,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/9e/80/1b/9e801b06-67fa-0990-2d15-85480ad3cd46/850007452025.png/600x600bb.jpg
Rock,Metallica,One,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/b5/f3/83/b5f38312-5b95-9a09-fcb9-5622dd5ea077/858978005820.png/600x600bb.jpg
Rock,Metallica,Welcome Home,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/69/f9/05/69f905ed-ff04-58a2-8de2-1b5338745f19/858978005226.png/600x600bb.jpg
Rock,Rolling Stone,Paint It Black,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/29/b7/81/29b781e5-3773-c87e-c6a8-82581e53d270/13ABKIM00053.rgb.jpg/600x600bb.jpg
Rock,The Who,"See Me, Feel Me - Pinball Wizard",https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/44/79/8d/44798d46-1503-f69a-03a0-050762fd0e8b/22UMGIM92163.rgb.jpg/600x600bb.jpg
Film / Musicals,Alan Menken,Little Shop Of Horrors Theme,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/2b/fd/4a/2bfd4a3c-8a41-ed86-e636-73d2ba256249/2267.jpg/600x600bb.jpg
Film / Musicals,Alan Menken,"Suddenly, Seymour from Little Shop Of Horrors",https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/2b/fd/4a/2bfd4a3c-8a41-ed86-e636-73d2ba256249/2267.jpg/600x600bb.jpg
Film / Musicals,Alan Silvestri,Avengers Theme,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/db/4e/60/db4e60d8-d174-d256-f39d-32313be7e60f/192650264212_cover.jpg/600x600bb.jpg
Film / Musicals,Alan Silvestri,Back To The Future Theme,https://images.squarespace-cdn.com/content/v1/5c62c09c4d546e27dc1016c7/1557345265307-4TDFEUJX3YYSXZ0UX7GC/NEW_Chris_postcard-4inx6in-h-front+rgb.jpg
Film / Musicals,Anderson-Lorez,Remember Me from Coco,"https://m.media-amazon.com/images/I/61bpTVOIhpL._UF1000,1000_QL80_.jpg"
Film / Musicals,Andrew Lloyd Weber,Memory from Cats,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/90/60/fd/9060fd5d-81ab-cacd-ee79-8b0cce38a14e/602557802054.jpg/600x600bb.jpg
Film / Musicals,Bernstein,America from West Side Story,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/71/b1/ec/71b1ec21-b3a7-9e2f-52c2-c37ef2155dea/21UM1IM43161.rgb.jpg/600x600bb.jpg
Film / Musicals,Bernstein,Mambo from West Side Story,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/0b/64/81/0b6481ea-54eb-47ae-1fde-3eba30fea912/dj.qhygcjeo.jpg/600x600bb.jpg
Film / Musicals,Bernstein,Maria from West Side Story,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/77/41/22/774122ca-4ac3-d42b-5695-4d0aa0b56aa3/15UMGIM40573.rgb.jpg/600x600bb.jpg
Film / Musicals,Bernstein,Somewhere from West Side Story,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/d5/a0/79/d5a07970-e6ca-172c-c6d4-06bca853655d/cover.jpg/600x600bb.jpg
Film / Musicals,Bricusse,Pure Imaginatino from Willy Wonka and the Chocolate Factory,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/76/b1/92/76b1922c-694b-f3b4-b33c-3da6a709f1a6/00602547585851.rgb.jpg/600x600bb.jpg
Film / Musicals,Danny Elfman,Batman Theme,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/ad/65/a6/ad65a6de-0b3c-0dc7-0ff3-900300db7c76/s06.covbfpzf.jpg/600x600bb.jpg
Film / Musicals,Danny Elfman,Edward Scissorhands Theme,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2e/ec/0b/2eec0b4b-cac1-5d51-2ab8-4e83a1f56b94/00008811013325.rgb.jpg/600x600bb.jpg
Film / Musicals,Danny Elfman,Ice Dance from Edward Scissorhands,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2e/ec/0b/2eec0b4b-cac1-5d51-2ab8-4e83a1f56b94/00008811013325.rgb.jpg/600x600bb.jpg
Film / Musicals,Danny Elfman,Intro and Ice Dance from Edward Scissorhands,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2e/ec/0b/2eec0b4b-cac1-5d51-2ab8-4e83a1f56b94/00008811013325.rgb.jpg/600x600bb.jpg
Film / Musicals,Danny Elfman,This Is Halloween from A Nightmare Before Christmas,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/26/5c/37/265c3733-e0a5-5758-6de0-f6a9f2a1ad6d/06PNDIM00838.rgb.jpg/600x600bb.jpg
Film / Musicals,Dick Dale,Miserlou from Pulp Fiction,https://i1.sndcdn.com/artworks-000104089910-jyu9oo-t500x500.jpg
Film / Musicals,Dixon/Stein,Stranger Things Theme,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e0/fe/29/e0fe29b5-d7fe-e0d7-04e5-dd0b989a8675/780163484526.jpg/600x600bb.jpg
Film / Musicals,Edelman,Finale from Dragonheart,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/e1/99/9c/e1999c1d-6db0-3f14-c146-e4cdbdbb528c/00008811144920.rgb.jpg/600x600bb.jpg
Film / Musicals,Elton John,Can You Feel the Love Tonight from The Lion King,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/e8/46/68/e8466895-34a8-fd99-3862-3ecc42ad6b43/20UMGIM36288.rgb.jpg/600x600bb.jpg
Film / Musicals,Elton John,The Circle of Life from The Lion King,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/ce/80/89/ce808921-d594-fa7f-03e8-adcc92a69de8/06PNDIM00020.rgb.jpg/600x600bb.jpg
Film / Musicals,Ennio Morricone,Gabriel’s Oboe from The Mission,https://is1-ssl.mzstatic.com/image/thumb/Music/09/be/74/mzi.zmwpbitx.jpg/600x600bb.jpg
Film / Musicals,Ennio Morricone,Cinema Paradiso Theme,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/37/c3/32/37c3324b-d38b-d948-c148-aef7f51da173/190295179984.jpg/600x600bb.jpg
Film / Musicals,Fisher,Chicago Theme,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/00/da/b3/00dab3f6-5b8a-de2b-9399-0d40984807ea/13UABIM54788.rgb.jpg/600x600bb.jpg
Film / Musicals,Franco,Proud Corazon from Coco,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/9e/dc/ac/9edcac8e-3990-3eeb-ad6e-5f5fb4293000/18UMGIM60209.rgb.jpg/600x600bb.jpg
Film / Musicals,Gershwin,I Got Rhythm from Girl Crazy,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/68/89/b1/6889b18e-d96c-e600-754c-1c806dd520a4/00602567848912.rgb.jpg/600x600bb.jpg
Film / Musicals,Gershwin,Do It Again from The French Doll,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/7c/82/b7/7c82b7bf-0d14-e107-a9de-a7e07e7b5ae0/885150982617.jpg/600x600bb.jpg
Film / Musicals,Gershwin,"Someone to Watch Over Me from Oh, Kay!",https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/7b/e6/76/7be67671-282d-59a7-a9d9-4db03dd1e57e/00602547857224.rgb.jpg/600x600bb.jpg
Film / Musicals,Gershwin,Embraceable You from Girl Crazy,https://is1-ssl.mzstatic.com/image/thumb/Music/b4/0b/58/mzi.hfvwplhi.jpg/600x600bb.jpg
Film / Musicals,Giacchino,Married Life from Up,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/03/a1/7b/03a17b02-ec6b-ef7c-1558-b81ea2801139/00050087145095.rgb.jpg/600x600bb.jpg
